Supplier Code,Product ID #,Product Name,Product Description,Imprint Size,Color Name,Color Value,Inventory Level,Quantity Min,Quantity Max,Price,Discount Code,Quantity Min,Quantity Max,Price,Discount Code,Quantity Min,Quantity Max,Price,Discount Code,Quantity Min,Quantity Max,Price,Discount Code,Quantity Min,Quantity Max,Price,Discount Code
Hub,101,Aeropure Stylus Pen,"For the ultimate promo pen package, look no further. The Aeropure features a
citrus-scented antibacterial sanitizer spray with 62% alcohol and functional
stylus to allow you to operate touch screens hands-free and clean your hands
when you must touch a surface. With a large imprint space front and center, your
brand is sure to stand out. Pen is operated by a twist-action retraction and
comes through the stylus tip when extended.
Hub,281,Swizzle Pen,"Add a little Swizzle to your next campaign with a pen that offers a holographic
textured grip, paired with a glossy barrel and chrome nose cone. It will be
smooth branding and writing with our signature hybrid ink with this fun pen.
Material: Plastic
Standard Decoration Includes: Silk Screen 1 5/8"" W X 1/2"" H On Barrel
All Available Decoration Options:
Silk Screen: 1.625"" W x 0.5"" H Barrel
Full Color Digital: 2.5"" W x 0.25"" H Barrel
Straight Line Copy: No
Tip Type: Ball Point
Mechanism: Click Extend
Standard Packaging: Bulk
Tags: Plastic, Cost Effective, Popular, Pen, Tradeshow, Trade, Show, Desk,
Office, Advertisement, College, Grade, Writing, Merchandise, Study, High School,
University, Essay, List, Home",,,,,250,499,0.88,A,500,999,0.81,A,1000,4999,0.73,A,5000,10000,0.66,A
Hub,281BLK/BLK,Black with Black Ink,Black with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,281BLUE/BLK,Blue with Black Ink,Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,281GRAY/BLK,Pewter Gray with Black Ink,Pewter Gray with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,281GRN/BLK,Green with Black Ink,Green with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,281RED/BLK,Red with Black Ink,Red with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,281WHT/BLK,White with Black Ink,White with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,282,Speckle Pen,"Looking for promo that stands out? This speckled foil-wrapped pen offers a
pebbled look on the barrel for added interest. The grooved rubber grip is great
for writing comfort, and your brand will take center stage with the generous
imprint area for maximum impact.
Material: Plastic
Standard Decoration Includes: Silk Screen 1-3/4"" W X 1/2 H On Barrel
All Available Decoration Options:
Silk Screen: 1.75"" W x 0.5"" H Barrel
Straight Line Copy: No
Tip Type: Ball Point
Mechanism: Click Extend
Standard Packaging: Bulk
Tags: Plastic, Cost Effective, Popular, Pen, Tradeshow, Trade, Show, Desk,
Office, Advertisement, College, Grade, Writing, Merchandise, Study, High School,
University, Essay, List, Home, Pebble",,,,,250,499,0.75,A,500,999,0.68,A,1000,4999,0.62,A,5000,10000,0.56,A
Hub,282BLUE/BLK,Blue with Black Ink,Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,282GRAY/BLK,Grey with Black Ink,Grey with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,282GRN/BLK,Green with Black Ink,Green with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,282RED/BLK,Red with Black Ink,Red with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,284,Rubiks Gel Pen,"It's no puzzle the Rubiks Gel makes a perfect promotional pen with its sleek
styling and smooth writing. The matte white barrels with classic colored
details, grooved rubber grip, and gel ink in a fine point offer writing
excellence. The generous imprint area offers a maximum impact so your brand
leaves an unforgettable impression.
Material: Plastic
Standard Decoration Includes: Silk Screen Imprint 1-5/8"" W X ½"" H On Barrel
All Available Decoration Options:
Silk Screen: 1.625"" W x 0.5"" H Barrel
Full Color Digital: 2.25"" W x 0.25"" H Barrel
Straight Line Copy: No
Tip Type: Fine Point
Mechanism: Click Extend
Standard Packaging: Bulk
Tags: Plastic, Cost Effective, Popular, Pen, Tradeshow, Trade, Show, Desk,
Office, Advertisement, College, Grade, Writing, Merchandise, Study, High School,
University, Essay, List, Home",,,,,250,499,0.88,A,500,999,0.81,A,1000,4999,0.73,A,5000,10000,0.66,A
Hub,284BLK/BLK,Black with Black Ink,Black with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,284BLUE/BLK,White with Black Ink,White with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,284GRAY/BLK,Grey with Black Ink,Grey with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,284GRN/BLK,Green with Black Ink,Green with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,284RED/BLK,Red with Black Ink,Red with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,286,Bellwether Stylus Pen,"Take this patriotic pen to the polls! The Bellwether pen is a real trendsetter
featuring red, white, and blue accents, making it a great giveaway for patriotic
events or voting. Your brand or message will read loud and clear with its
generous imprint area, and sure to be a show-stopper with the ultrasmooth
writing black ink.
Material: Plastic
Standard Decoration Includes: Silk Screen Imprint 2"" W X 1/2"" H On Barrel
All Available Decoration Options:
Silk Screen: 2"" W x 0.5"" H Barrel
Full Color Digital: 3"" W x 0.25"" H Barrel
Tip Type: Ball Point
Mechanism: Click Extend
Standard Packaging: Bulk
Tags: Pen, Stylus, Popular, Plastic, Tech, Accessory, Phone, Tablet, Tradeshow,
Trade, Show, Desk, Office, Advertisement, College, Grade, Writing, Merchandise,
Study, High School, University, Home",,,,,250,499,0.75,A,500,999,0.68,A,1000,4999,0.62,A,5000,10000,0.56,A
Hub,286WHT/BLK,White with Black Ink,White with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,291,Aquarius Comfort Pen,"It's cosmic fate, the new Aquarius Comfort is sure to elevate your logo with its
Japanese stationery-inspired style. Flaunting a sleek barrel with a rubberized
soft-touch finish and chrome clip and band. Paired with our proprietary blue
hybrid ink in a fine point for writing precision.
Material: Rubberized Plastic
Standard Decoration Includes: Silk Screen on Barrel, Black or White imprint only
All Available Decoration Options:
Silk Screen: 1.5"" W x 0.5"" H
Full Color Digital: 3"" W x 0.25"" H Barrel
Tip Type: Fine Point
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=291/]
Standard Packaging: Bulk
Tags: Plastic, Cost Effective, Popular, Pen, Tradeshow, Trade, Show, Desk,
Office, Advertisement, College, Grade, Writing, Merchandise, Study, High School,
University, Essay, List, Home",,,,,250,499,1.02,A,500,999,0.94,A,1000,4999,0.85,A,5000,10000,0.77,A
Hub,291BLK/BLUE,Black with Blue Ink,Black with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,291BLUE/BLUE,Blue with Blue Ink,Blue with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,291GRAY/BLUE,Grey with Blue Ink,Grey with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,291RED/BLUE,Red with Blue Ink,Red with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,293,Puma Comfort Pen,"What a promo catch! This brightly colored jumbo pen features a soft-touch finish
for writing comfort wherever you grip. The oversized silver-toned clip provides
the perfect canvas for optional full-color decoration, or the generous imprint
area on the barrel is sure to make your message pop in black, white, or optional
full color.
Material: Rubberized Plastic
Standard Decoration Includes: Silk Screen on Barrel, Black or White imprint only
All Available Decoration Options:
Screen Print: 1.75"" W x 0.5"" H Barrel
Full Color Digital: 2"" W x 0.25"" H Barrel
Tip Type: Ball Point
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=293/]
Standard Packaging: Bulk
Tags: Plastic, Cost Effective, Popular, Pen, Tradeshow, Trade, Show, Desk,
Office, Advertisement, College, Grade, Writing, Merchandise, Study, High School,
University, Essay, List, Home",,,,,250,499,1.12,A,500,999,1.04,A,1000,4999,0.94,A,5000,10000,0.84,A
Hub,293BLUE/BLK,Blue with Black Ink,Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,293WHT/BLK,White with Black Ink,White with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,293RED/BLK,Red with Black Ink,Red with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,293GRN/BLK,Lime Green with Black Ink,Lime Green with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,294,Terrazzo Pen,"This eye-catching pen features a terrazzo look foil wrap and chrome accents. The
generous imprint area will make your logo stand out and is sure to impress with
its smooth writing hybrid ink in a fine point.
Material: Plastic
Standard Decoration Includes: Standard Decoration: Silk Screen 2? W x 1/2? H on
Barrel, Black Ink Only
All Available Decoration Options:
Silk Screen: 2"" W x 0.5"" H Barrel
Tip Type: Fine Point
Mechanism: Click Extend
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=294/]
Standard Packaging: Bulk
Tags: Plastic, Cost Effective, Popular, Pen, Tradeshow, Trade, Show, Desk,
Office, Advertisement, College, Grade, Writing, Merchandise, Study, High School,
University, Essay, List, Home",,,,,250,499,1.16,A,500,999,1.07,A,1000,4999,0.97,A,5000,10000,0.87,A
Hub,294BLK/BLK,Black with Black Ink,Black with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,294BLUE/BLK,Blue with Black Ink,Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,294GRAY/BLK,Grey with Black Ink,Grey with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,295,Vinyasa Grip Pen,"Give your fingers a restorative treatment with this massage grip pen! It
features a jumbo silicone grip with massaging spines for the ultimate ergonomic
comfort. Add your brand to a satisfying pen with smooth writing ink in a fine
point with a generous imprint for a memorable impact.
Material: Plastic
Standard Decoration Includes: Standard Silk Screen Imprint area: 2? W x 1/2? H
on Barrel
All Available Decoration Options:
Silk Screen: 2"" W x 0.5"" H Barrel
Full Color Digital: 2"" W x 0.25"" H Barrel
Tip Type: Fine Point
Mechanism: Click Extend
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=295/]
Standard Packaging: Bulk
Tags: Plastic, Cost Effective, Popular, Pen, Tradeshow, Trade, Show, Desk,
Office, Advertisement, College, Grade, Writing, Merchandise, Study, High School,
University, Essay, List, Home",,,,,250,499,1.23,A,500,999,1.13,A,1000,2499,1.03,A,2500,5000,0.93,A
Hub,295BLK/BLK,Black with Black Ink,Black with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,295BLUE/BLK,Blue with Black Ink,Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,295GRN/BLK,Green with Black Ink,Green with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,295RED/BLK,Red with Black Ink,Red with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,296,Javalina Revive Pen,"This eco-friendly addition to the Javalina line is composed of recycled PET
water bottles! Choose from vivid translucent barrels or a clear option with just
a hint of blue to complement your message, paired with black ultrasmooth ink for
a safer writing experience.
Material: Plastic
Standard Decoration Includes: Standard Decoration: Silk Screen 1 1/2""? W x 3/4?
H on Barrel
All Available Decoration Options:
Silk Screen: 1.5"" W x 0.75"" H Barrel
Tip Type: Ball Point
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=296/]
Standard Packaging: Bulk
Tags: Plastic, Cost Effective, Popular, Pen, Tradeshow, Trade, Show, Desk,
Office, Advertisement, College, Grade, Writing, Merchandise, Study, High School,
University, Essay, List, Home",,,,,250,499,0.97,A,500,999,0.88,A,1000,4999,0.81,A,5000,10000,0.73,A
Hub,296BLK/BLK,Black with Black Ink,Black with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,296BLUE/BLK,Blue with Black Ink,Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,296CLR/BLK,Clear with Black Ink,Clear with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,296GRN/BLK,Green with Black Ink,Green with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,296RED/BLK,Red with Black Ink,Red with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,298,Osiris Stylus Pen,"We've taken our Macaw hybrid ink pen to the next level with the Osiris Stylus!
Featuring a holographic wrap for a metal pen look, this handy stylus pen is
designed for increased connectivity and smooth writing with a black hybrid ink.
We think you'll agree - this pen is truly next level!
Patent: US Pat. 8,847,930 & 9,092,077
Material: Plastic
Standard Decoration Includes: 1 Color
All Available Decoration Options:
Silk screen: 1.63"" W x 0.5"" H Barrel
Tip Type: Ball Point
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=298/]
Standard Packaging: Bulk
Tags: Popular, Plastic, Tech, Accessory, Phone, Tablet, Tradeshow, Trade, Show,
Desk, Office, Advertisement, College, Grade, Writing, Merchandise, Study, High
School, University, Home",,,,,250,499,0.94,A,500,999,0.84,A,1000,4999,0.78,A,5000,10000,0.71,A
Hub,298BLK/BLK,Black with Black Ink,Black with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,298BLUE/BLK,Navy Blue with Black Ink,Navy Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,298GUN/BLK,Gunmetal with Black Ink,Gunmetal with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,298LIME/BLK,Lime with Black Ink,Lime with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,298RED/BLK,Red with Black Ink,Red with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,299,Javalina Pure Classic Pen,"How do we make our most loved pen stand out even more? Include an EPA approved
antimicrobial additive molded into the plastic of the pen. With the classic
Javalina colors you love, this is sure to become a go-to that everyone can
enjoy! Ultrasmooth blue (default).
Material: ABS Plastic with an EPA approved antimicrobial agent
Standard Decoration Includes: 1 Color, 1 Location
All Available Decoration Options:
Silk screen: 1.5"" W x 0.75"" H Barrel
Full Color: 2"" W x 0.25"" H Barrel
Tip Type: Ball Point
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=299/]
Standard Packaging: Bulk
Tags: Plastic, Cost Effective, Popular, Pen, Tradeshow, Trade, Show, Desk,
Office, Advertisement, College, Grade, Writing, Merchandise, Study, High School,
University, Essay, List, Home",,,,,250,499,0.81,A,500,999,0.75,A,1000,4999,0.67,A,5000,10000,0.6,A
Hub,299BLK/BLK,Black with Black Ink,Black with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,299GRN/BLK,Green with Black Ink,Green with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,299BLK/BLUE,Black with Blue Ink (Default),Black with Blue Ink (Default),,0,,,,,,,,,,,,,,,,,,,,
Hub,299BLUE/BLUE,Blue with Blue Ink (Default),Blue with Blue Ink (Default),,0,,,,,,,,,,,,,,,,,,,,
Hub,299GRN/BLUE,Green with Blue Ink (Default),Green with Blue Ink (Default),,0,,,,,,,,,,,,,,,,,,,,
Hub,299RED/BLUE,Red with Blue Ink (Default),Red with Blue Ink (Default),,0,,,,,,,,,,,,,,,,,,,,
Hub,302,Nochella™ Metallic Pen,"Eye-catching promotional pen with unique details and a budget price. Rich
shimmering metallic contrast with glossy black trim. Ergonomic shape and notched
grip provide exceptional writing comfort.
Material: Plastic
Standard Decoration Includes: 1 Color, 1 Location
All Available Decoration Options:
Silk Screen: 1.25"" W x 0.75"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Standard Packaging: Bulk
Tags: plastic, cost effective, popular, pen, tradeshow, trade, show, desk,
office, advertisement, college, grade, writing, merchandise, study, high school,
university, essay, list, home",,,,,250,499,0.59,A,500,999,0.54,A,1000,4999,0.5,A,5000,10000,0.46,A
Hub,302BLK/BLK,Black with Black Ink,Black with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,302BLUE/BLK,Indigo Blue with Black Ink,Indigo Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,302GRN/BLK,Emerald Green with Black Ink,Emerald Green with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,302PEW/BLK,Pewter with Black Ink,Pewter with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,304,"Gassetto™ Gem Pen (Pat #D825,663)","Eye-catching promotional pen with unique details and a budget price. Features
jumbo barrels in translucent brights with chrome trim. Shapely and colorful
comfort grip for writing ease. Includes a Hub branded silver band. High value at
budget price. (Pat #D825,663).
Material: Plastic
Standard Decoration Includes: 1 Color, 1 Location
All Available Decoration Options:
Silk Screen: 1.13"" W x 0.63"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=304/]
Standard Packaging: Bulk
Tags: plastic, cost effective, popular, pen, tradeshow, trade, show, desk,
office, advertisement, college, grade, writing, merchandise, study, high school,
university, essay, list, home",,,,,300,499,0.58,A,500,999,0.53,A,1000,4999,0.49,A,5000,10000,0.45,A
Hub,304BLUE/BLUE,Translucent Blue with Blue Ink,Translucent Blue with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,304GRN/BLUE,Translucent Green with Blue Ink,Translucent Green with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,304PINK/BLUE,Translucent Pink with Blue Ink,Translucent Pink with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,304PUR/BLUE,Translucent Purple with Blue Ink,Translucent Purple with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,305,"Gassetto™ Pen (Pat #D825,663)","Eye-catching promotional pen with unique details and a budget price. Vibrant
brights contrast with translucent black and shining chrome trim. Jumbo ergonomic
shape and grooved black rubber grip for writing comfort. High perceived value at
a budget price. Patent Number D825,663.
Material: Plastic
Standard Decoration Includes: 1 Color, 1 Location
All Available Decoration Options:
Silk Screen: 1.13"" W x 0.63"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=305/]
Standard Packaging: Bulk
Tags: plastic, cost effective, popular, pen, tradeshow, trade, show, desk,
office, advertisement, college, grade, writing, merchandise, study, high school,
university, essay, list, home",,,,,300,499,0.58,A,500,999,0.53,A,1000,4999,0.49,A,5000,10000,0.45,A
Hub,305BLUE/BLK,Blue with Black Ink,Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,305GRN/BLK,Lime Green with Black Ink,Lime Green with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,305ORA/BLK,Orange with Black Ink,Orange with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,305PINK/BLK,Pink with Black Ink,Pink with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,305RED/BLK,Red with Black Ink,Red with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,306,JayKay™ Stylus Pen,"Rich corporate colors and handy stylus tip make this promotional pen stand out.
Shimmering metallic finish and strong twist retraction for executive pen appeal.
Stylus designed for increased connectivity with all high tech devices. Generous
imprint area.
Material: Plastic
Standard Decoration Includes: 1 Color, 1 Location
All Available Decoration Options:
Silk Screen: 1.75"" W x 0.75"" H Barrel
Tip Type: Ballpoint
Mechanism: Twist
Standard Packaging: Bulk
Tags: popular, plastic, tech, accessory, phone, tablet, tradeshow, trade, show,
desk, office, advertisement, college, grade, writing, merchandise, study, high
school, university, home",,,,,250,499,0.82,A,500,999,0.75,A,1000,4999,0.67,A,5000,10000,0.59,A
Hub,306BLUE/BLK,Midnight Blue with Black Ink,Midnight Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,306BUR/BLK,Burgundy with Black Ink,Burgundy with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,306GRN/BLK,Forest Green with Black Ink,Forest Green with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,306PEW/BLK,Pewter with Black Ink,Pewter with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,307,Macaw™ Pen,"Sleek modern style in vibrant brights with chrome accents. Translucent barrel
with sculpted rubber grip for writing comfort. Supersmooth writing blue hybrid
ink.
Material: Plastic
Standard Decoration Includes: 1 Color, 1 Location
All Available Decoration Options:
Silk Screen: 1.63"" W x 0.5"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=307/]
Standard Packaging: Bulk
Tags: plastic, cost effective, popular, pen, tradeshow, trade, show, desk,
office, advertisement, college, grade, writing, merchandise, study, high school,
university, essay, list, home",,,,,250,499,0.82,A,500,999,0.75,A,1000,4999,0.67,A,5000,10000,0.59,A
Hub,307BLK/BLUE,Translucent Black with Blue Ink,Translucent Black with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,307BLUE/BLUE,Translucent Blue with Blue Ink,Translucent Blue with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,307GRN/BLUE,Translucent Lime Green with Blue Ink,Translucent Lime Green with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,307ORA/BLUE,Translucent Orange with Blue Ink,Translucent Orange with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,307PINK/BLUE,Translucent Pink with Blue Ink,Translucent Pink with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,307RED/BLUE,Translucent Red with Blue Ink,Translucent Red with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,309,Janita™ Grip Pen,"Newest addition to our value priced Janita line. Ergonomic shape and inset
ridged rubber grip. Five vivid metallic colors with brushed silver tone trim
Material: Plastic
Standard Decoration Includes: 1 Color, 1 Location
All Available Decoration Options:
Silk Screen: 1.13"" W x 0.75"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Standard Packaging: Bulk
Tags: plastic, cost effective, popular, pen, tradeshow, trade, show, desk,
office, advertisement, college, grade, writing, merchandise, study, high school,
university, essay, list, home",,,,,250,499,0.76,A,500,999,0.68,A,1000,4999,0.6,A,5000,10000,0.53,A
Hub,309BLK/BLK,Black with Black Ink,Black with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,309BLUE/BLK,Blue with Black Ink,Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,309GRN/BLK,Lime Green with Black Ink,Lime Green with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,309GUN/BLK,Gunmetal with Black Ink,Gunmetal with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,310,Javalina Color Write Pen,"Enjoy writing in color with this fun value add to the Javalina® line. So many
colors to choose from or get them all! Color Write ink matches trim color.
Material: Plastic
Standard Decoration Includes: 1 Color, 1 Location
All Available Decoration Options:
Silk screen: 1.5"" W x 0.75"" H Barrel
Full Color: 2"" W x 0.25"" H Full Color Barrel
Tip Type: Ball Point
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=310/]
Standard Packaging: Bulk
Tags: plastic, cost effective, popular, pen, tradeshow, trade, show, desk,
office, advertisement, college, grade, writing, merchandise, study, high school,
university, essay, list, home",,,,,250,499,0.79,A,500,999,0.71,A,1000,4999,0.64,A,5000,10000,0.58,A
